"State_county","Name","Acres"
"21_215","Spencer County",3346.35
"21_217","Taylor County",13638.63
"21_219","Todd County",45448.31
"21_221","Trigg County",18221.6
"21_223","Trimble County",1161.27
"21_225","Union County",72996.8
"21_227","Warren County",31700.07
"21_229","Washington County",6860.5
"21_231","Wayne County",6132.7
"21_233","Webster County",36100.6
"21_235","Whitley County",440.3
"21_237","Wolfe County",150.92
"21_239","Woodford County",2290.12
"23_1","Androscoggin County",1902.11
"23_3","Aroostook County",27
"23_5","Cumberland County",316.88
"23_7","Franklin County",496.85
"23_11","Kennebec County",3397.6
"23_13","Knox County",49.9
"23_15","Lincoln County",169.2
"23_17","Oxford County",2216.69
"23_19","Penobscot County",8983.88
"23_21","Piscataquis County",920
"23_23","Sagadahoc County",116
"23_25","Somerset County",6251.9
"23_27","Waldo County",2483.5
"23_31","York County",637.83
"24_1","Allegany County",509.69
"24_3","Anne Arundel County",3649.58
"24_5","Baltimore County",20089.01
"24_9","Calvert County",3405.36
"24_11","Caroline County",35732.9
"24_13","Carroll County",33068.68
"24_15","Cecil County",19532.5
"24_17","Charles County",6029.55
"24_19","Dorchester County",26626.1
"24_21","Frederick County",38745.08
"24_23","Garrett County",3908.23
"24_25","Harford County",20084.73
"24_27","Howard County",4886.57
"24_29","Kent County",41784
"24_31","Montgomery County",10299.78
"24_33","Prince George's County",3051.41
"24_35","Queen Anne's County",54137.71
"24_37","St. Mary's County",8633.61
"24_39","Somerset County",14543.03
"24_41","Talbot County",30153.47
"24_43","Washington County",15500.6
"24_45","Wicomico County",23737.7
"24_47","Worcester County",33663.11
"25_1","Barnstable County",8.5
"25_3","Berkshire County",3148.02
"25_5","Bristol County",2006.8
"25_9","Essex County",859.04
"25_11","Franklin County",3568.08
"25_13","Hampden County",1509.87
"25_15","Hampshire County",3062.43
"25_17","Middlesex County",746.72
"25_21","Norfolk County",35.13
"25_23","Plymouth County",1021.82
"25_27","Worcester County",2301.95
"26_1","Alcona County",2686.3
"26_3","Alger County",245
"26_5","Allegan County",83653.88
"26_7","Alpena County",5815.3
"26_9","Antrim County",3628.4
"26_11","Arenac County",19151.9
"26_13","Baraga County",14
"26_15","Barry County",42060.9
"26_17","Bay County",52473
"26_19","Benzie County",1547.5
"26_21","Berrien County",46078.65
"26_23","Branch County",84387.2
"26_25","Calhoun County",81662.05
"26_27","Cass County",82524.5
"26_29","Charlevoix County",3052.51
"26_31","Cheboygan County",1032.8
"26_33","Chippewa County",282.2
"26_35","Clare County",5123.42
"26_37","Clinton County",74486.8
"26_41","Delta County",3453.3
"26_43","Dickinson County",1173.8
"26_45","Eaton County",52442.4
"26_47","Emmet County",1230.5
"26_49","Genesee County",28495.7
"26_51","Gladwin County",6579.62
"26_55","Grand Traverse County",7593.8
"26_57","Gratiot County",90233.88
"26_59","Hillsdale County",70252.7
"26_61","Houghton County",247.4
"26_63","Huron County",121740.6
"26_65","Ingham County",50813.32
"26_67","Ionia County",77422.2
"26_69","Iosco County",6452.8
"26_71","Iron County",28.3
"26_73","Isabella County",39437.94
"26_75","Jackson County",54135
"26_77","Kalamazoo County",60091
"26_79","Kalkaska County",690.7
"26_81","Kent County",40940.78
"26_85","Lake County",822
"26_87","Lapeer County",31642.96
"26_89","Leelanau County",2851.7
"26_91","Lenawee County",97034.22
"26_93","Livingston County",19929.47
"26_95","Luce County",0.75
"26_97","Mackinac County",142.5
"26_99","Macomb County",8693.48
"26_101","Manistee County",924.2
"26_103","Marquette County",331.8
"26_105","Mason County",13396.5
"26_107","Mecosta County",28075.15
"26_109","Menominee County",16748.4
"26_111","Midland County",23114.9
"26_113","Missaukee County",20938
"26_115","Monroe County",59873.26
"26_117","Montcalm County",65185.68
"26_119","Montmorency County",1818.4
"26_121","Muskegon County",17060
"26_123","Newaygo County",28690.1
"26_125","Oakland County",1058
"26_127","Oceana County",14588
"26_129","Ogemaw County",12095.6
"26_131","Ontonagon County",38
"26_133","Osceola County",9402.5
"26_135","Oscoda County",200.2
"26_137","Otsego County",1056.36
"26_139","Ottawa County",45331.06
"26_141","Presque Isle County",5954.2
"26_145","Saginaw County",91479.1
"26_147","St. Clair County",28857.61
"26_149","St. Joseph County",82660.11
"26_151","Sanilac County",99855.4
"26_153","Schoolcraft County",19.4
"26_155","Shiawassee County",51557.94
"26_157","Tuscola County",86055.85
"26_159","Van Buren County",39618.21
"26_161","Washtenaw County",39927.8
"26_163","Wayne County",1603.6
"26_165","Wexford County",6389
"27_1","Aitkin County",2061.1
"27_3","Anoka County",7505.78
"27_5","Becker County",48828.8
"27_7","Beltrami County",4638.5
"27_9","Benton County",52541.22
"27_11","Big Stone County",85388.6
"27_13","Blue Earth County",194990.9
"27_15","Brown County",165078.03
"27_17","Carlton County",1129.44
"27_19","Carver County",61254.3
"27_21","Cass County",6770.13
"27_23","Chippewa County",146020.24
"27_25","Chisago County",30869.49
"27_27","Clay County",107193.41
"27_29","Clearwater County",3432.7
"27_33","Cottonwood County",189616.38
"27_35","Crow Wing County",9114.64
"27_37","Dakota County",102616.57
"27_39","Dodge County",126532.9
"27_41","Douglas County",58722
"27_43","Faribault County",212721.6
"27_45","Fillmore County",183450.18
"27_47","Freeborn County",201189.19
"27_49","Goodhue County",159598.44
"27_51","Grant County",104710.9
"27_53","Hennepin County",14114.43
"27_55","Houston County",61792.85
"27_57","Hubbard County",11878.63
"27_59","Isanti County",31830.4
"27_61","Itasca County",670.7
"27_63","Jackson County",170253.98
"27_65","Kanabec County",13943.8
"27_67","Kandiyohi County",164798.27
"27_69","Kittson County",7041.8
"27_71","Koochiching County",494.1
"27_73","Lac qui Parle County",169957.12
"27_77","Lake of the Woods County",189.7
"27_79","Le Sueur County",99375.91
"27_81","Lincoln County",108510.9
"27_83","Lyon County",185807.59
"27_85","McLeod County",106996.71
"27_87","Mahnomen County",34958
"27_89","Marshall County",11913.3
"27_91","Martin County",238661.71
"27_93","Meeker County",112230.41
"27_95","Mille Lacs County",19770.04
"27_97","Morrison County",94263.81
"27_99","Mower County",211088.83
"27_101","Murray County",188604.62
"27_103","Nicollet County",127249.7
"27_105","Nobles County",213610.5
"27_107","Norman County",86107.33
"27_109","Olmsted County",131531.77
"27_111","Otter Tail County",68374.6
"27_113","Pennington County",5088.5
"27_115","Pine County",17070.63
"27_117","Pipestone County",104959.6
"27_119","Polk County",21576.6
"27_121","Pope County",101522.5
"27_125","Red Lake County",14396.5
"27_127","Redwood County",238012.42
"27_129","Renville County",305495.29
"27_131","Rice County",83690.9
"27_133","Rock County",146804.9
"27_135","Roseau County",10616.44
"27_137","St. Louis County",223.16
"27_139","Scott County",39083.1
"27_141","Sherburne County",30402.04
"27_143","Sibley County",144612.5
"27_145","Stearns County",212137.75
"27_147","Steele County",120199.05
"27_149","Stevens County",146269.84
"27_151","Swift County",181025.98
"27_153","Todd County",70555.66
"27_155","Traverse County",133568.2
"27_157","Wabasha County",92258.57
"27_159","Wadena County",23002.05
"27_161","Waseca County",134413.96
"27_163","Washington County",18263.51
"27_165","Watonwan County",132650.18
"27_167","Wilkin County",91559.3
"27_169","Winona County",85957.63
"27_171","Wright County",75215.9
"27_173","Yellow Medicine County",195239.57
"28_1","Adams County",1274.3
"28_3","Alcorn County",3287
"28_5","Amite County",291.8
"28_7","Attala County",1957.4
"28_9","Benton County",3253
"28_11","Bolivar County",59819.9
"28_13","Calhoun County",4912.89
"28_15","Carroll County",8677.3
"28_17","Chickasaw County",5755.04
"28_19","Choctaw County",105.4
"28_21","Claiborne County",2621.5
"28_23","Clarke County",68.1
"28_25","Clay County",3192.32
"28_27","Coahoma County",40478.46
"28_29","Copiah County",1459.9
"28_31","Covington County",967.3
"28_33","DeSoto County",5601.42
"28_35","Forrest County",283
"28_37","Franklin County",189.4
"28_39","George County",784
"28_41","Greene County",106.9
"28_43","Grenada County",3851.2
"28_45","Hancock County",23.6
"28_49","Hinds County",8926.3
"28_51","Holmes County",18759.1
"28_53","Humphreys County",34342.3
"28_55","Issaquena County",26778.1
"28_57","Itawamba County",1164.7
"28_59","Jackson County",467
"28_63","Jefferson County",385.5
"28_65","Jefferson Davis County",728.9
"28_67","Jones County",118.4
"28_69","Kemper County",4
"28_71","Lafayette County",1066.1
"28_73","Lamar County",274.77
"28_77","Lawrence County",1325.2
"28_79","Leake County",162
"28_81","Lee County",4911.6
"28_83","Leflore County",70314
"28_85","Lincoln County",455
"28_87","Lowndes County",8073.3
"28_89","Madison County",13501.3
"28_91","Marion County",615
"28_93","Marshall County",4935.1
"28_95","Monroe County",15522.38
"28_97","Montgomery County",3251.3
"28_99","Neshoba County",36.9
"28_101","Newton County",660.8
"28_103","Noxubee County",31864.8
"28_105","Oktibbeha County",574.1
"28_107","Panola County",11372.8
"28_109","Pearl River County",180.6
"28_111","Perry County",470.7
"28_113","Pike County",107.8
"28_115","Pontotoc County",2803.2
"28_117","Prentiss County",1208.3
"28_119","Quitman County",7706.4
"28_121","Rankin County",1497
"28_123","Scott County",309.4
"28_125","Sharkey County",38009.21
"28_127","Simpson County",1157.5
"28_129","Smith County",58.4
"28_131","Stone County",102
"28_133","Sunflower County",82686.4
"28_135","Tallahatchie County",38179
"28_137","Tate County",7099.7
"28_139","Tippah County",2968.8
"28_141","Tishomingo County",1012.5
"28_143","Tunica County",7287.9
"28_145","Union County",1791.6
"28_147","Walthall County",502.8
"28_149","Warren County",12883.71
"28_151","Washington County",85488.2
"28_153","Wayne County",93.3
"28_155","Webster County",2670.8
"28_159","Winston County",585.6
"28_161","Yalobusha County",1409.2
"28_163","Yazoo County",44897.9
"29_1","Adair County",15829.6
"29_3","Andrew County",57828.75
"29_5","Atchison County",120252.36
"29_7","Audrain County",94229.59
"29_9","Barry County",6399.94
"29_11","Barton County",56151.21
"29_13","Bates County",67112.42
"29_15","Benton County",12835.13
"29_17","Bollinger County",8502.18
"29_19","Boone County",23175.97
"29_21","Buchanan County",50151.68
"29_23","Butler County",24039.32
"29_25","Caldwell County",22578.08
"29_27","Callaway County",29972.85
"29_29","Camden County",128.53
"29_31","Cape Girardeau County",29755.32
"29_33","Carroll County",85022.98
"29_37","Cass County",33051.13
"29_39","Cedar County",3587.46
"29_41","Chariton County",75582.95
"29_43","Christian County",587.31
"29_45","Clark County",51586.65
"29_47","Clay County",9960.34
"29_49","Clinton County",41295.9
"29_51","Cole County",5314.8
"29_53","Cooper County",45031.72
"29_55","Crawford County",256.79
"29_57","Dade County",15332.33
"29_59","Dallas County",369.68
"29_61","Daviess County",35384.19
"29_63","DeKalb County",32671.41
"29_65","Dent County",46.4
"29_67","Douglas County",188.4
"29_69","Dunklin County",21201.2
"29_71","Franklin County",21382.09
"29_73","Gasconade County",5394.02
"29_75","Gentry County",36038.06
"29_77","Greene County",1600.24
"29_79","Grundy County",37280.9
"29_81","Harrison County",47678.52
"29_83","Henry County",25027.17
"29_85","Hickory County",2601.43
"29_87","Holt County",82258.47
"29_89","Howard County",32316.6
"29_91","Howell County",416.91
"29_95","Jackson County",26232.71
"29_97","Jasper County",27079.1
"29_99","Jefferson County",4017.66
"29_101","Johnson County",38004.48
"29_103","Knox County",49611.83
"29_105","Laclede County",2388.51
"29_107","Lafayette County",95526.3
"29_109","Lawrence County",10867.8
"29_111","Lewis County",62489.88
"29_113","Lincoln County",43428.82
"29_115","Linn County",25130.04
"29_117","Livingston County",36210.03
"29_119","McDonald County",1200.2
"29_121","Macon County",33062.8
"29_123","Madison County",183.09
"29_125","Maries County",1541.73
"29_127","Marion County",58673.58
"29_129","Mercer County",16916.87
"29_131","Miller County",1363.7
"29_133","Mississippi County",33734.89
"29_135","Moniteau County",16300.14
"29_137","Monroe County",57897.4
"29_139","Montgomery County",44118.55
"29_141","Morgan County",6148.77
"29_143","New Madrid County",54685.9
"29_145","Newton County",6593.79
"29_147","Nodaway County",121392.37
"29_151","Osage County",10295.67
"29_155","Pemiscot County",17935.23
"29_157","Perry County",23911.25
"29_159","Pettis County",61489.64
"29_161","Phelps County",470.35
"29_163","Pike County",55203.06
"29_165","Platte County",40079.21
"29_167","Polk County",3507.21
"29_169","Pulaski County",622.56
"29_171","Putnam County",15284.9
"29_173","Ralls County",57248.82
"29_175","Randolph County",19780.39
"29_177","Ray County",42855.43
"29_181","Ripley County",1519.45
"29_183","St. Charles County",40137.51
"29_185","St. Clair County",15001.13
"29_187","St. Francois County",1603.51
"29_189","St. Louis County",2722
"29_195","Saline County",134483.9
"29_197","Schuyler County",11216.54
"29_199","Scotland County",39206.8
"29_201","Scott County",62197.45
"29_203","Shannon County",20.63
"29_205","Shelby County",51000.73
"29_207","Stoddard County",73906.64
"29_209","Stone County",471.49
"29_211","Sullivan County",12292.4
"29_213","Taney County",56.39
"29_215","Texas County",1322.3
"29_217","Vernon County",56610.85
"29_219","Warren County",18669.43
"29_223","Wayne County",1326.08
"29_225","Webster County",2778.64
"29_227","Worth County",14772.81
"29_229","Wright County",1318.37
"30_1","Beaverhead County",25
"30_3","Big Horn County",1384.55
"30_5","Blaine County",321.21
"30_7","Broadwater County",299.76
"30_9","Carbon County",5571.49
"30_11","Carter County",564.78
"30_13","Cascade County",378.32
"30_15","Chouteau County",833.92
"30_17","Custer County",7019.54
"30_19","Daniels County",157.43
"30_21","Dawson County",2791.13
"30_25","Fallon County",2150.11
"30_27","Fergus County",1.9
"30_29","Flathead County",20.12
"30_31","Gallatin County",1160.07
"30_33","Garfield County",509.09
"30_35","Glacier County",4.09
"30_37","Golden Valley County",552.07
"30_41","Hill County",379.93
"30_43","Jefferson County",139.12
"30_45","Judith Basin County",32.02
"30_47","Lake County",1385.94
"30_49","Lewis and Clark County",37.09
"30_51","Liberty County",716.35
"30_55","McCone County",951.98
"30_65","Musselshell County",743.35
"30_71","Phillips County",512.98
"30_73","Pondera County",409.11
"30_79","Prairie County",2192.1
"30_81","Ravalli County",379.42
"30_83","Richland County",6652.66
"30_85","Roosevelt County",348.92
"30_87","Rosebud County",6016.58
"30_91","Sheridan County",671.33
"30_95","Stillwater County",3357.77
"30_97","Sweet Grass County",30.9
"30_99","Teton County",53.13
"30_101","Toole County",39.22
"30_103","Treasure County",3140.93
"30_105","Valley County",907.59
"30_107","Wheatland County",200.24
"30_109","Wibaux County",2
"30_111","Yellowstone County",17189.52
"31_1","Adams County",186639.93
"31_3","Antelope County",219085.47
"31_5","Arthur County",1805.65
"31_7","Banner County",13245.4
"31_9","Blaine County",1145.57
"31_11","Boone County",177544.67
"31_13","Box Butte County",68824.2
"31_15","Boyd County",34226.7
"31_17","Brown County",47391.23
"31_19","Buffalo County",208194.57
"31_21","Burt County",119753.79
"31_23","Butler County",148982
"31_25","Cass County",124212.57
"31_27","Cedar County",190457.38
"31_29","Chase County",185915.95
"31_31","Cherry County",28252.13
"31_33","Cheyenne County",50295.9
"31_35","Clay County",161441.63
"31_37","Colfax County",114539.62
"31_39","Cuming County",174649.14
"31_41","Custer County",246869.38
"31_43","Dakota County",43120.19
"31_45","Dawes County",6992.49
"31_47","Dawson County",208202.88
"31_49","Deuel County",22373.14
"31_51","Dixon County",122119.65
"31_53","Dodge County",146524.6
"31_55","Douglas County",26338.03
"31_57","Dundy County",108638.34
"31_59","Fillmore County",190658.56
"31_61","Franklin County",84841.82
"31_63","Frontier County",57236.75
"31_65","Furnas County",114996.5
"31_67","Gage County",170111.51
"31_69","Garden County",32287.5
"31_71","Garfield County",12644.35
"31_73","Gosper County",106800.22
"31_77","Greeley County",57863.11
"31_79","Hall County",198512.55
"31_81","Hamilton County",202075.8
"31_83","Harlan County",96892.1
"31_85","Hayes County",77886.62
"31_87","Hitchcock County",20547.11
"31_89","Holt County",211084.34
"31_93","Howard County",124416.52
"31_95","Jefferson County",110539.36
"31_97","Johnson County",50837.74
"31_99","Kearney County",164569.44
"31_101","Keith County",114950.81
"31_103","Keya Paha County",15226.29
"31_105","Kimball County",23856.03
"31_107","Knox County",157209.49
"31_109","Lancaster County",134454.84
"31_111","Lincoln County",247088.74
"31_113","Logan County",27127.34
"31_115","Loup County",9197.59
"31_117","McPherson County",9141.84
"31_119","Madison County",152567.97
"31_121","Merrick County",127931.94
"31_123","Morrill County",77058.73
"31_125","Nance County",87002.19
"31_127","Nemaha County",79671.16
"31_129","Nuckolls County",103288.6
"31_131","Otoe County",125728.89
"31_133","Pawnee County",55755.7
"31_135","Perkins County",251149.22
"31_137","Phelps County",180739.01
"31_139","Pierce County",142008.67
"31_141","Platte County",215609.72
"31_143","Polk County",129394.25
"31_145","Red Willow County",148626.01
"31_147","Richardson County",107607.82
"31_149","Rock County",30548.53
"31_151","Saline County",140310.99
"31_153","Sarpy County",35671.56
"31_155","Saunders County",185069.75
"31_157","Scotts Bluff County",93516.4
"31_159","Seward County",149019.08
"31_161","Sheridan County",48912.11
"31_163","Sherman County",42793.36
"31_165","Sioux County",13336.2
"31_167","Stanton County",97297.16
"31_169","Thayer County",159012.21
"31_171","Thomas County",1133.6
"31_173","Thurston County",108711.23
"31_175","Valley County",113373.39
"31_177","Washington County",91014.64
"31_179","Wayne County",132037.55
"31_181","Webster County",83966.11
"31_183","Wheeler County",36756.88
"31_185","York County",210681.14
"32_1","Churchill County",2291.9
"32_13","Humboldt County",734.5
"32_19","Lyon County",183
"32_27","Pershing County",210.5
"32_33","White Pine County",406.47
"33_1","Belknap County",360.7
"33_3","Carroll County",414.54
"33_5","Cheshire County",1661.55
"33_7","Coos County",2164.5
"33_9","Grafton County",2929.44
"33_11","Hillsborough County",536.06
"33_13","Merrimack County",2666.59
"33_15","Rockingham County",437.01
"33_17","Strafford County",277
"33_19","Sullivan County",2104.3
"34_1","Atlantic County",550.4
"34_5","Burlington County",7796.9
"34_7","Camden County",330.8
"34_9","Cape May County",32.9
"34_11","Cumberland County",4363.7
"34_15","Gloucester County",4506.7
"34_19","Hunterdon County",8717.6
"34_21","Mercer County",2576.8
"34_23","Middlesex County",3796.58
"34_25","Monmouth County",2201.89
"34_27","Morris County",1476.9
"34_29","Ocean County",392.71
"34_33","Salem County",21792.42
"34_35","Somerset County",1711.85
"34_37","Sussex County",4499.9
"34_41","Warren County",18920
"35_5","Chaves County",16150.55
"35_9","Curry County",23907.2
"35_11","DeBaca County",120
"35_13","Dona Ana County",2951.3
"35_15","Eddy County",2169.41
"35_23","Hidalgo County",2680
"35_25","Lea County",8486.4
"35_29","Luna County",1970.1
"35_37","Quay County",125.9
"35_41","Roosevelt County",13559.5
"35_45","San Juan County",23462.11
"35_49","Santa Fe County",243.15
"35_51","Sierra County",678.9
"35_57","Torrance County",6517.4
"35_59","Union County",20302.67
"35_61","Valencia County",16.3
"36_1","Albany County",2399.5
"36_3","Allegany County",14321.15
"36_7","Broome County",6141.6
"36_9","Cattaraugus County",19637.24
"36_11","Cayuga County",60322.12
"36_13","Chautauqua County",19966.02
"36_15","Chemung County",5157.8
"36_17","Chenango County",13188.91
"36_19","Clinton County",21586.6
"36_21","Columbia County",12912.29
"36_23","Cortland County",16246.19
"36_25","Delaware County",5743.9
"36_27","Dutchess County",6171.29
"36_29","Erie County",21335.13
"36_31","Essex County",1434.2
"36_33","Franklin County",15260.3
"36_35","Fulton County",2415.59
"36_37","Genesee County",52045.68
"36_39","Greene County",916.19
"36_43","Herkimer County",15803.93
"36_45","Jefferson County",37183.04
"36_49","Lewis County",22683.4
"36_51","Livingston County",62136.82
"36_53","Madison County",25191.21
"36_55","Monroe County",25890.14
"36_57","Montgomery County",15639.4
"36_63","Niagara County",28709.95
"36_65","Oneida County",33571.82
"36_67","Onondaga County",35800.79
"36_69","Ontario County",35599.54
"36_71","Orange County",6521.38
"36_73","Orleans County",37751.01
"36_75","Oswego County",9637.94
"36_77","Otsego County",14614.6
"36_83","Rensselaer County",12736.32
"36_89","St. Lawrence County",32122.28
"36_91","Saratoga County",9783.2
"36_93","Schenectady County",387.32
"36_95","Schoharie County",8627.78
"36_97","Schuyler County",6737.6
"36_99","Seneca County",21841.03
"36_101","Steuben County",34444.97
"36_103","Suffolk County",911.35
"36_105","Sullivan County",1452.5
"36_107","Tioga County",7599.6
"36_109","Tompkins County",11645.26
"36_111","Ulster County",2504.48
"36_113","Warren County",148.6
"36_115","Washington County",26064.39
"36_117","Wayne County",33435.97
"36_119","Westchester County",1.34
"36_121","Wyoming County",51996.96
"36_123","Yates County",11093.86
"37_1","Alamance County",3388.99
"37_3","Alexander County",2009.8
"37_5","Alleghany County",1415.63
"37_7","Anson County",8193.2
"37_9","Ashe County",76.36
"37_11","Avery County",13.5
"37_13","Beaufort County",41454.59
"37_15","Bertie County",10643.08
"37_17","Bladen County",25884.25
"37_19","Brunswick County",9030.6
"37_21","Buncombe County",769.23
"37_23","Burke County",1010.06
"37_25","Cabarrus County",4189.4
"37_27","Caldwell County",1084.81
"37_29","Camden County",16823.6
"37_31","Carteret County",17312.65
"37_33","Caswell County",1137.08
"37_35","Catawba County",1929.2
"37_37","Chatham County",2894.3
"37_39","Cherokee County",921.95
"37_41","Chowan County",3425.9
"37_43","Clay County",303.8
"37_45","Cleveland County",2438.1
"37_47","Columbus County",42255.43
"37_49","Craven County",18203.1
"37_51","Cumberland County",11196.05
"37_53","Currituck County",11794.7
"37_57","Davidson County",6635.8
"37_59","Davie County",6585.7
"37_61","Duplin County",45761.33
"37_63","Durham County",465.77
"37_65","Edgecombe County",7082.04
"37_67","Forsyth County",2127.6
"37_69","Franklin County",1485.2
"37_71","Gaston County",691
"37_73","Gates County",5220.8
"37_75","Graham County",101
"37_77","Granville County",3064.1
"37_79","Greene County",8733.87
"37_81","Guilford County",5596.33
"37_83","Halifax County",4595.61
"37_85","Harnett County",3714.14
"37_87","Haywood County",1490.45
"37_89","Henderson County",3236.8
"37_91","Hertford County",6541.1
"37_93","Hoke County",5542
"37_95","Hyde County",27676.3
"37_97","Iredell County",17553.84
"37_99","Jackson County",84.2
"37_101","Johnston County",8966.16
"37_103","Jones County",8823.98
"37_105","Lee County",979.8
"37_107","Lenoir County",20170.5
"37_109","Lincoln County",2636.3
"37_111","McDowell County",356.3
"37_113","Macon County",432.8
"37_115","Madison County",287.87
"37_117","Martin County",3050.6
"37_119","Mecklenburg County",643.1
"37_121","Mitchell County",33.3
"37_123","Montgomery County",1097.3
"37_125","Moore County",1481.2
"37_127","Nash County",1946.31
"37_129","New Hanover County",344.7
"37_131","Northampton County",4124.1
"37_133","Onslow County",9013.02
"37_135","Orange County",3049.59
"37_137","Pamlico County",14207.7
"37_139","Pasquotank County",21388.9
"37_141","Pender County",16461.8
"37_143","Perquimans County",12705.1
"37_145","Person County",3449.85
"37_147","Pitt County",12666.76
"37_149","Polk County",44.1
"37_151","Randolph County",7998.48
"37_153","Richmond County",2637.57
"37_155","Robeson County",62821.15
"37_157","Rockingham County",3590.15
"37_159","Rowan County",9660.4
"37_161","Rutherford County",230.7
"37_163","Sampson County",32479.62
"37_165","Scotland County",5083.1
"37_167","Stanly County",11106.23
"37_169","Stokes County",1706.83
"37_171","Surry County",9710.94
"37_173","Swain County",89.5
"37_175","Transylvania County",1095.2
"37_177","Tyrrell County",30193.39
"37_179","Union County",31084.7
"37_181","Vance County",212
"37_183","Wake County",1079.68
"37_185","Warren County",484.55
"37_187","Washington County",26020.3
"37_189","Watauga County",42.8
"37_191","Wayne County",25917.81
"37_193","Wilkes County",5829.55
"37_195","Wilson County",8328.8
"37_197","Yadkin County",12219.46
"37_199","Yancey County",231.7
"38_1","Adams County",10846.1
"38_3","Barnes County",98837.59
"38_5","Benson County",41228.2
"38_7","Billings County",1482.5
"38_9","Bottineau County",5811.1
"38_11","Bowman County",10792.46
"38_13","Burke County",201
"38_15","Burleigh County",35493.16
"38_17","Cass County",201723.9
"38_19","Cavalier County",1296.5
"38_21","Dickey County",136235.9
"38_23","Divide County",291.1
"38_25","Dunn County",10201.19
"38_27","Eddy County",15094.9
"38_29","Emmons County",95993.9
"38_31","Foster County",37395.9
"38_33","Golden Valley County",1407.1
"38_35","Grand Forks County",81045.58
"38_37","Grant County",30882.4
"38_39","Griggs County",23759.1
"38_41","Hettinger County",14078.2
"38_43","Kidder County",24000.5
"38_45","LaMoure County",144813.1
"38_47","Logan County",42795.88
"38_49","McHenry County",23015.8
"38_51","McIntosh County",38484.4
"38_53","McKenzie County",3102.6
"38_55","McLean County",23293.2
"38_57","Mercer County",8872.1
"38_59","Morton County",42906
"38_61","Mountrail County",720.1
"38_63","Nelson County",15634.5
"38_65","Oliver County",13715
"38_67","Pembina County",27165
"38_69","Pierce County",19837.2
"38_71","Ramsey County",32999.9
"38_73","Ransom County",72856.8
"38_75","Renville County",1136
"38_77","Richland County",263175.37
"38_79","Rolette County",3623.6
"38_81","Sargent County",107873
"38_83","Sheridan County",7438.5
"38_85","Sioux County",10564.6
"38_87","Slope County",4282.3
"38_89","Stark County",14557.7
"38_91","Steele County",61548.4
"38_93","Stutsman County",117158.6
"38_95","Towner County",6739.9
"38_97","Traill County",94232.5
"38_99","Walsh County",32978
"38_101","Ward County",5830.5
"38_103","Wells County",48223.9
"38_105","Williams County",1155.5
"39_1","Adams County",13602.8
"39_3","Allen County",59623.14
"39_5","Ashland County",33577.1
"39_7","Ashtabula County",19837.2
"39_9","Athens County",2186.15
"39_11","Auglaize County",64075.07
"39_13","Belmont County",465.2
"39_15","Brown County",16258.5
"39_17","Butler County",27677.4
"39_19","Carroll County",10897.75
"39_21","Champaign County",88403
"39_23","Clark County",63642.5
"39_25","Clermont County",12720.01
"39_27","Clinton County",69882.95
"39_29","Columbiana County",24569.73
"39_31","Coshocton County",25569.32
"39_33","Crawford County",80621.2
"39_35","Cuyahoga County",58.8
"39_37","Darke County",126040.19
"39_39","Defiance County",46561.79
"39_41","Delaware County",39599
"39_43","Erie County",28600.65
"39_45","Fairfield County",56375.88
"39_47","Fayette County",76137.24
"39_49","Franklin County",11784.5
"39_51","Fulton County",86069.27
"39_53","Gallia County",2989.9
"39_55","Geauga County",2365.8
"39_57","Greene County",54552.3
"39_59","Guernsey County",3633.7
"39_61","Hamilton County",3818.26
"39_63","Hancock County",74276
"39_65","Hardin County",75038.19
"39_67","Harrison County",3374.5
"39_69","Henry County",76736.32
"39_71","Highland County",38065.6
"39_73","Hocking County",1830.63
"39_75","Holmes County",23915.75
"39_77","Huron County",55360.9
"39_79","Jackson County",2457.2
"39_81","Jefferson County",1583.6
"39_83","Knox County",50553.1
"39_85","Lake County",310.5
"39_87","Lawrence County",948.8
"39_89","Licking County",55363.9
"39_91","Logan County",59394.61
"39_93","Lorain County",19598.1
"39_95","Lucas County",19816.91
"39_97","Madison County",86430.6
"39_99","Mahoning County",15882.9
"39_101","Marion County",53984.9
"39_103","Medina County",14340.9
"39_105","Meigs County",3369.8
"39_107","Mercer County",94780.4
"39_109","Miami County",69054.4
"39_111","Monroe County",350.1
"39_113","Montgomery County",35025.63
"39_115","Morgan County",3300.7
"39_117","Morrow County",39928.27
"39_119","Muskingum County",17599.35
"39_121","Noble County",331.1
"39_123","Ottawa County",19195.06
"39_125","Paulding County",48391.5
"39_127","Perry County",18189.57
"39_129","Pickaway County",84182.1
"39_131","Pike County",6764.21
"39_133","Portage County",12856.2
"39_135","Preble County",77437.67
"39_137","Putnam County",69121.9
"39_139","Richland County",31181.94
"39_141","Ross County",46306.24
"39_143","Sandusky County",62761.35
"39_145","Scioto County",6490.8
"39_147","Seneca County",77559.2
"39_149","Shelby County",70668.97
"39_151","Stark County",28669.3
"39_153","Summit County",1636.7
"39_155","Trumbull County",19790.2
"39_157","Tuscarawas County",20216.8
"39_159","Union County",47394.6
"39_161","Van Wert County",78263.9
"39_163","Vinton County",1012.1
"39_165","Warren County",16078.2
"39_167","Washington County",9839.2
"39_169","Wayne County",56453.7
"39_171","Williams County",52846.51
"39_173","Wood County",91183.84
"39_175","Wyandot County",64619.39
"40_1","Adair County",266.17
