"State_county","Name","Acres"
"40_3","Alfalfa County",6820.56
"40_7","Beaver County",10813.2
"40_11","Blaine County",218.09
"40_13","Bryan County",3463.3
"40_15","Caddo County",3157.26
"40_17","Canadian County",1762.34
"40_23","Choctaw County",2325.6
"40_25","Cimarron County",30727.88
"40_27","Cleveland County",1437.4
"40_31","Comanche County",353.48
"40_35","Craig County",7537.6
"40_37","Creek County",202.6
"40_39","Custer County",333.04
"40_41","Delaware County",283.64
"40_43","Dewey County",61
"40_45","Ellis County",1105.13
"40_47","Garfield County",23332.02
"40_49","Garvin County",3534.62
"40_51","Grady County",3053.12
"40_53","Grant County",19345.25
"40_55","Greer County",7.5
"40_57","Harmon County",767.56
"40_59","Harper County",902.14
"40_61","Haskell County",912.6
"40_63","Hughes County",581.96
"40_71","Kay County",39639.4
"40_73","Kingfisher County",120
"40_79","Le Flore County",2972.06
"40_81","Lincoln County",751.4
"40_83","Logan County",967.1
"40_85","Love County",72.04
"40_87","McClain County",1493.9
"40_89","McCurtain County",11908.27
"40_91","McIntosh County",160.4
"40_93","Major County",5604.01
"40_95","Marshall County",2.72
"40_97","Mayes County",1415.19
"40_101","Muskogee County",6988.2
"40_103","Noble County",14157.66
"40_105","Nowata County",2130.75
"40_107","Okfuskee County",424.95
"40_109","Oklahoma County",581.2
"40_111","Okmulgee County",2167.4
"40_113","Osage County",1661.33
"40_115","Ottawa County",11646.99
"40_117","Pawnee County",1057.1
"40_119","Payne County",281.05
"40_121","Pittsburg County",487.6
"40_123","Pontotoc County",134.5
"40_125","Pottawatomie County",3567.24
"40_131","Rogers County",677.5
"40_135","Sequoyah County",7810.2
"40_137","Stephens County",241.03
"40_139","Texas County",101448.2
"40_141","Tillman County",2721.78
"40_143","Tulsa County",96.9
"40_145","Wagoner County",3153.6
"40_147","Washington County",282.97
"40_149","Washita County",597.23
"40_151","Woods County",112.6
"40_153","Woodward County",504.37
"41_1","Baker County",824
"41_3","Benton County",2439.3
"41_5","Clackamas County",501.7
"41_9","Columbia County",205.5
"41_11","Coos County",29
"41_13","Crook County",0.6
"41_17","Deschutes County",6
"41_21","Gilliam County",502.4
"41_23","Grant County",11.5
"41_27","Hood River County",3.6
"41_29","Jackson County",264.2
"41_31","Jefferson County",12.3
"41_33","Josephine County",211.55
"41_35","Klamath County",34.6
"41_39","Lane County",1828.2
"41_43","Linn County",4272
"41_45","Malheur County",30750.39
"41_47","Marion County",9738.3
"41_49","Morrow County",17389.3
"41_51","Multnomah County",547.8
"41_53","Polk County",3894.4
"41_59","Umatilla County",12575.05
"41_61","Union County",128.8
"41_67","Washington County",3387.1
"41_71","Yamhill County",4801.3
"42_1","Adams County",22764.1
"42_3","Allegheny County",523.1
"42_5","Armstrong County",13022.4
"42_7","Beaver County",4552.38
"42_9","Bedford County",23968.7
"42_11","Berks County",42895.8
"42_13","Blair County",19353.1
"42_15","Bradford County",20425.71
"42_17","Bucks County",12592.45
"42_19","Butler County",17414.67
"42_21","Cambria County",11310.6
"42_23","Cameron County",104.3
"42_25","Carbon County",2167.85
"42_27","Centre County",21516.1
"42_29","Chester County",24375
"42_31","Clarion County",10063
"42_33","Clearfield County",4949.35
"42_35","Clinton County",6609.9
"42_37","Columbia County",17577.4
"42_39","Crawford County",27878.7
"42_41","Cumberland County",29402.92
"42_43","Dauphin County",17760.2
"42_45","Delaware County",317.6
"42_47","Elk County",676.5
"42_49","Erie County",16317.97
"42_51","Fayette County",6647.54
"42_53","Forest County",477.9
"42_55","Franklin County",45587.96
"42_57","Fulton County",10099.45
"42_59","Greene County",760.7
"42_61","Huntingdon County",20864.1
"42_63","Indiana County",22852.1
"42_65","Jefferson County",5777.15
"42_67","Juniata County",14547
"42_69","Lackawanna County",1558.6
"42_71","Lancaster County",59196.2
"42_73","Lawrence County",11990.65
"42_75","Lebanon County",16956.95
"42_77","Lehigh County",16738.4
"42_79","Luzerne County",7463.47
"42_81","Lycoming County",16535
"42_83","Mc Kean County",730.6
"42_85","Mercer County",29130.55
"42_87","Mifflin County",12681.6
"42_89","Monroe County",3067.7
"42_91","Montgomery County",5134.69
"42_93","Montour County",5105.5
"42_95","Northampton County",22381.2
"42_97","Northumberland County",28715.7
"42_99","Perry County",16876.1
"42_103","Pike County",779
"42_105","Potter County",4536.3
"42_107","Schuylkill County",19051.54
"42_109","Snyder County",12615.61
"42_111","Somerset County",18248.26
"42_113","Sullivan County",3039.6
"42_115","Susquehanna County",3243.9
"42_117","Tioga County",8889.2
"42_119","Union County",9199.04
"42_121","Venango County",6931.05
"42_123","Warren County",3755.6
"42_125","Washington County",3312.55
"42_127","Wayne County",1059.6
"42_129","Westmoreland County",14878.97
"42_131","Wyoming County",4598.5
"42_133","York County",66937.03
"44_1","Bristol County",75.95
"44_3","Kent County",71.1
"44_5","Newport County",261.43
"44_7","Providence County",379.4
"44_9","Washington County",484.75
"45_3","Aiken County",3168
"45_5","Allendale County",10101.6
"45_7","Anderson County",828.4
"45_9","Bamberg County",5220.5
"45_11","Barnwell County",4601.44
"45_13","Beaufort County",259.6
"45_15","Berkeley County",2595.58
"45_17","Calhoun County",5938.7
"45_19","Charleston County",100.54
"45_21","Cherokee County",231.4
"45_23","Chester County",84.59
"45_25","Chesterfield County",5265.45
"45_27","Clarendon County",30128.96
"45_29","Colleton County",5490.32
"45_31","Darlington County",20828.8
"45_33","Dillon County",19792
"45_35","Dorchester County",7545.55
"45_37","Edgefield County",430.9
"45_39","Fairfield County",26.5
"45_41","Florence County",22940.53
"45_43","Georgetown County",1449.5
"45_45","Greenville County",133.45
"45_47","Greenwood County",14
"45_49","Hampton County",6518.9
"45_51","Horry County",26589.46
"45_53","Jasper County",610.1
"45_55","Kershaw County",2185.6
"45_57","Lancaster County",459.5
"45_59","Laurens County",257.2
"45_61","Lee County",26840.47
"45_63","Lexington County",4618.68
"45_67","Marion County",10300.4
"45_69","Marlboro County",8948.1
"45_71","Newberry County",2312.7
"45_73","Oconee County",145.9
"45_75","Orangeburg County",29090.07
"45_77","Pickens County",67.4
"45_79","Richland County",4621.6
"45_81","Saluda County",1332.7
"45_83","Spartanburg County",823.6
"45_85","Sumter County",30341.43
"45_89","Williamsburg County",20163.15
"45_91","York County",359.5
"46_3","Aurora County",67602.74
"46_5","Beadle County",175293.96
"46_7","Bennett County",19802.04
"46_9","Bon Homme County",102394.39
"46_11","Brookings County",127138.46
"46_13","Brown County",274247.38
"46_15","Brule County",77117.7
"46_17","Buffalo County",21870.3
"46_19","Butte County",9845.26
"46_21","Campbell County",52208.94
"46_23","Charles Mix County",134957.68
"46_25","Clark County",115989.56
"46_27","Clay County",87629.13
"46_29","Codington County",87197.02
"46_31","Corson County",28993.13
"46_33","Custer County",843.71
"46_35","Davison County",68844.04
"46_37","Day County",95911.45
"46_39","Deuel County",97979.15
"46_41","Dewey County",24958.79
"46_43","Douglas County",73573.42
"46_45","Edmunds County",136796.63
"46_47","Fall River County",2795.94
"46_49","Faulk County",90019.37
"46_51","Grant County",99127.37
"46_53","Gregory County",67043.8
"46_55","Haakon County",18166.85
"46_57","Hamlin County",101040.98
"46_59","Hand County",140738.19
"46_61","Hanson County",71746.53
"46_63","Harding County",1841.37
"46_65","Hughes County",52915.85
"46_67","Hutchinson County",147675.26
"46_69","Hyde County",55510.73
"46_71","Jackson County",2270.68
"46_73","Jerauld County",57996.95
"46_75","Jones County",16361.1
"46_77","Kingsbury County",134956.22
"46_79","Lake County",113571.25
"46_81","Lawrence County",347.1
"46_83","Lincoln County",141681.44
"46_85","Lyman County",46932.5
"46_87","McCook County",119909.21
"46_89","McPherson County",63246.7
"46_91","Marshall County",90069.8
"46_93","Meade County",6611.74
"46_95","Mellette County",7270.11
"46_97","Miner County",65904.52
"46_99","Minnehaha County",164642.92
"46_101","Moody County",133183.72
"46_103","Pennington County",13018.31
"46_105","Perkins County",10523.28
"46_107","Potter County",85737.69
"46_109","Roberts County",134625.97
"46_111","Sanborn County",54911.31
"46_113","Shannon County",4638.71
"46_115","Spink County",222144.9
"46_117","Stanley County",6217.82
"46_119","Sully County",100714.37
"46_121","Todd County",11799.4
"46_123","Tripp County",98436.73
"46_125","Turner County",154304.65
"46_127","Union County",122998.56
"46_129","Walworth County",51277.89
"46_135","Yankton County",96456.48
"46_137","Ziebach County",10888.97
"47_1","Anderson County",32.2
"47_3","Bedford County",7178.7
"47_5","Benton County",3787.85
"47_7","Bledsoe County",2685.8
"47_9","Blount County",1716.6
"47_11","Bradley County",2479.96
"47_13","Campbell County",204.2
"47_15","Cannon County",5750
"47_17","Carroll County",34491.8
"47_19","Carter County",516.1
"47_21","Cheatham County",718.6
"47_23","Chester County",3260.87
"47_25","Claiborne County",604.64
"47_27","Clay County",1113.3
"47_29","Cocke County",1402.54
"47_31","Coffee County",19392.2
"47_33","Crockett County",16432.4
"47_35","Cumberland County",1407.9
"47_37","Davidson County",499
"47_39","Decatur County",2155.89
"47_41","DeKalb County",3325.1
"47_43","Dickson County",1351.75
"47_45","Dyer County",27263.1
"47_47","Fayette County",14728
"47_49","Fentress County",843.25
"47_51","Franklin County",19522.64
"47_53","Gibson County",65379.5
"47_55","Giles County",10418.39
"47_57","Grainger County",865.47
"47_59","Greene County",5259.9
"47_61","Grundy County",2525.4
"47_63","Hamblen County",1165.22
"47_65","Hamilton County",476.43
"47_67","Hancock County",20.3
"47_69","Hardeman County",10506.44
"47_71","Hardin County",8821.93
"47_73","Hawkins County",713.95
"47_75","Haywood County",16958.8
"47_77","Henderson County",12744.35
"47_79","Henry County",37136.43
"47_81","Hickman County",2548.7
"47_83","Houston County",264.3
"47_85","Humphreys County",6292.7
"47_87","Jackson County",399.3
"47_89","Jefferson County",1244.25
"47_91","Johnson County",699.9
"47_93","Knox County",256.5
"47_95","Lake County",9272.75
"47_97","Lauderdale County",17575.2
"47_99","Lawrence County",20319.6
"47_101","Lewis County",10
"47_103","Lincoln County",12203.51
"47_105","Loudon County",2103.14
"47_107","McMinn County",4168.58
"47_109","McNairy County",7024.3
"47_111","Macon County",1840.09
"47_113","Madison County",17856.47
"47_115","Marion County",2089.98
"47_117","Marshall County",5036.2
"47_119","Maury County",7215
"47_121","Meigs County",1522.28
"47_123","Monroe County",3683
"47_125","Montgomery County",17784.37
"47_127","Moore County",863.6
"47_129","Morgan County",401.69
"47_131","Obion County",63103.8
"47_133","Overton County",1592.73
"47_135","Perry County",1237.1
"47_137","Pickett County",197.7
"47_139","Polk County",4434.24
"47_141","Putnam County",232.7
"47_143","Rhea County",1689.3
"47_145","Roane County",240.15
"47_147","Robertson County",34988.94
"47_149","Rutherford County",6198.3
"47_151","Scott County",110.64
"47_153","Sequatchie County",736
"47_155","Sevier County",344.6
"47_157","Shelby County",7952.6
"47_159","Smith County",709.51
"47_161","Stewart County",2318.93
"47_163","Sullivan County",1122.6
"47_165","Sumner County",9395.7
"47_167","Tipton County",25476.3
"47_169","Trousdale County",708.99
"47_171","Unicoi County",6
"47_173","Union County",34.9
"47_175","Van Buren County",400.8
"47_177","Warren County",6456.7
"47_179","Washington County",3957.3
"47_181","Wayne County",1385.7
"47_183","Weakley County",61876.3
"47_185","White County",2657.6
"47_187","Williamson County",3147.9
"47_189","Wilson County",1467.7
"48_11","Armstrong County",718.4
"48_13","Atascosa County",2008.5
"48_15","Austin County",4098.8
"48_17","Bailey County",10743.5
"48_21","Bastrop County",419
"48_25","Bee County",17003.9
"48_27","Bell County",53499.07
"48_29","Bexar County",8349.54
"48_35","Bosque County",617.3
"48_37","Bowie County",8238.1
"48_39","Brazoria County",11634.4
"48_41","Brazos County",2488.1
"48_45","Briscoe County",21
"48_47","Brooks County",568.5
"48_49","Brown County",938.4
"48_51","Burleson County",7797.7
"48_55","Caldwell County",4823.9
"48_57","Calhoun County",18228.6
"48_61","Cameron County",17727.7
"48_63","Camp County",874
"48_65","Carson County",19463.4
"48_67","Cass County",94.6
"48_69","Castro County",123303.4
"48_73","Cherokee County",5.49
"48_77","Clay County",0.4
"48_79","Cochran County",254.6
"48_83","Coleman County",863.5
"48_85","Collin County",20177.6
"48_89","Colorado County",10080
"48_93","Comanche County",1946.3
"48_95","Concho County",23.6
"48_97","Cooke County",1368
"48_99","Coryell County",6452.5
"48_107","Crosby County",374
"48_111","Dallam County",113368.6
"48_113","Dallas County",1769.8
"48_117","Deaf Smith County",46544.57
"48_119","Delta County",4432.61
"48_121","Denton County",3117.4
"48_123","DeWitt County",5388.8
"48_129","Donley County",1482.9
"48_131","Duval County",799.7
"48_139","Ellis County",17761.5
"48_141","El Paso County",459.4
"48_143","Erath County",308.6
"48_145","Falls County",47002.63
"48_147","Fannin County",9759.8
"48_149","Fayette County",9066
"48_151","Fisher County",79.2
"48_153","Floyd County",7870.2
"48_157","Fort Bend County",10045
"48_159","Franklin County",90.8
"48_163","Frio County",9169.8
"48_165","Gaines County",59.7
"48_171","Gillespie County",1428.5
"48_173","Glasscock County",3.7
"48_175","Goliad County",4062.9
"48_177","Gonzales County",3929.6
"48_179","Gray County",6489.54
"48_181","Grayson County",13808
"48_185","Grimes County",1296.8
"48_187","Guadalupe County",18248.5
"48_189","Hale County",31893.7
"48_193","Hamilton County",193.6
"48_195","Hansford County",67206.41
"48_201","Harris County",4388.2
"48_205","Hartley County",144302.48
"48_209","Hays County",2021
"48_211","Hemphill County",148
"48_215","Hidalgo County",26657.6
"48_217","Hill County",45565.99
"48_219","Hockley County",187.5
"48_223","Hopkins County",1966
"48_225","Houston County",865.4
"48_231","Hunt County",1147.8
"48_233","Hutchinson County",13547.8
"48_239","Jackson County",69187.3
"48_249","Jim Wells County",11665.6
"48_251","Johnson County",3513.5
"48_253","Jones County",110
"48_255","Karnes County",9715.4
"48_257","Kaufman County",3393.7
"48_273","Kleberg County",309.2
"48_277","Lamar County",17832.4
"48_279","Lamb County",55623.8
"48_281","Lampasas County",60.8
"48_283","La Salle County",1529.5
"48_285","Lavaca County",2940.6
"48_287","Lee County",712.9
"48_289","Leon County",2503.9
"48_291","Liberty County",1544.3
"48_293","Limestone County",5632.5
"48_295","Lipscomb County",5730.6
"48_297","Live Oak County",6222.1
"48_303","Lubbock County",1396
"48_305","Lynn County",73.5
"48_309","McLennan County",46721.2
"48_321","Matagorda County",16025.5
"48_325","Medina County",23939.4
"48_331","Milam County",21277.2
"48_335","Mitchell County",63.6
"48_339","Montgomery County",1
"48_341","Moore County",60690.9
"48_349","Navarro County",7328.9
"48_353","Nolan County",354.8
"48_355","Nueces County",12400.6
"48_357","Ochiltree County",24781.2
"48_359","Oldham County",928.2
"48_369","Parmer County",71240.4
"48_371","Pecos County",241.5
"48_375","Potter County",8.1
"48_381","Randall County",2119.8
"48_383","Reagan County",112.7
"48_387","Red River County",3563.1
"48_389","Reeves County",64.2
"48_391","Refugio County",4032.8
"48_393","Roberts County",2501.9
"48_395","Robertson County",3662.8
"48_397","Rockwall County",509.3
"48_401","Rusk County",38.1
"48_409","San Patricio County",16667.2
"48_415","Scurry County",5
"48_421","Sherman County",89110.1
"48_427","Starr County",7971.05
"48_437","Swisher County",10956.4
"48_439","Tarrant County",1037.3
"48_449","Titus County",114.6
"48_451","Tom Green County",2387.58
"48_453","Travis County",3876.8
"48_463","Uvalde County",21843.8
"48_469","Victoria County",35012.3
"48_471","Walker County",733
"48_473","Waller County",5594.3
"48_477","Washington County",436.7
"48_481","Wharton County",66460.1
"48_483","Wheeler County",1132.1
"48_487","Wilbarger County",236.6
"48_489","Willacy County",1188.8
"48_491","Williamson County",61679.4
"48_493","Wilson County",7947.7
"48_497","Wise County",536.3
"48_499","Wood County",82.4
"48_507","Zavala County",2435.64
"49_1","Beaver County",2370.9
"49_3","Box Elder County",14325.7
"49_5","Cache County",8464.2
"49_7","Carbon County",740.97
"49_11","Davis County",864.1
"49_13","Duchesne County",3116.8
"49_15","Emery County",1932.57
"49_21","Iron County",550.3
"49_23","Juab County",1524.7
"49_27","Millard County",13925.5
"49_29","Morgan County",421.9
"49_31","Piute County",38.4
"49_35","Salt Lake County",48.3
"49_39","Sanpete County",3951.2
"49_41","Sevier County",4274.3
"49_47","Uintah County",2605.5
"49_49","Utah County",3197.12
"49_53","Washington County",158.7
"49_55","Wayne County",58.3
"49_57","Weber County",2854.1
"50_1","Addison County",22283.77
"50_3","Bennington County",1836.2
"50_5","Caledonia County",3561.6
"50_7","Chittenden County",4318.77
"50_9","Essex County",1291.4
"50_11","Franklin County",23212.39
"50_13","Grand Isle County",3325.3
"50_15","Lamoille County",2089.3
"50_17","Orange County",3169
"50_19","Orleans County",7279.1
"50_21","Rutland County",4975.5
"50_23","Washington County",1498.08
"50_25","Windham County",1638.3
"50_27","Windsor County",1568
"51_1","Accomack County",20172.3
"51_3","Albemarle County",1736.1
"51_5","Alleghany County",549
"51_7","Amelia County",5758.1
"51_9","Amherst County",105.6
"51_11","Appomattox County",322.09
"51_15","Augusta County",15533.4
"51_17","Bath County",583.1
"51_19","Bedford County",1724.3
"51_21","Bland County",798
"51_23","Botetourt County",2573.3
"51_25","Brunswick County",800
"51_29","Buckingham County",1017.9
"51_31","Campbell County",1752.13
"51_33","Caroline County",11353.4
"51_35","Carroll County",944.9
"51_36","Charles City County",5805.1
"51_37","Charlotte County",1775.6
"51_41","Chesterfield County",606.4
"51_43","Clarke County",3579.6
"51_45","Craig County",575.95
"51_47","Culpeper County",6844.4
"51_49","Cumberland County",1230.32
"51_53","Dinwiddie County",3728.81
"51_57","Essex County",17677.09
"51_61","Fauquier County",11717.52
"51_63","Floyd County",941.1
"51_65","Fluvanna County",2232.5
"51_67","Franklin County",10427.96
"51_69","Frederick County",2302.5
"51_73","Gloucester County",5833.2
"51_75","Goochland County",3634.4
"51_77","Grayson County",1208.7
"51_79","Greene County",28.1
"51_81","Greensville County",1108.2
"51_83","Halifax County",2140.8
"51_85","Hanover County",11967.8
"51_87","Henrico County",2894.1
"51_89","Henry County",78.1
"51_91","Highland County",27
"51_93","Isle of Wight County",6927.3
"51_95","James City County",1346.7
"51_97","King and Queen County",10845.22
"51_99","King George County",3313.67
"51_101","King William County",10581.74
"51_103","Lancaster County",5407.9
"51_105","Lee County",460.6
"51_107","Loudoun County",3948.6
"51_109","Louisa County",2895.5
"51_111","Lunenburg County",2.7
"51_113","Madison County",5976.6
"51_115","Mathews County",827.9
"51_117","Mecklenburg County",997.2
"51_119","Middlesex County",5064.8
"51_121","Montgomery County",2151.4
"51_125","Nelson County",481.7
"51_127","New Kent County",3712
"51_131","Northampton County",7210.7
"51_133","Northumberland County",12565.3
"51_135","Nottoway County",1362.5
"51_137","Orange County",6200.5
"51_139","Page County",2678.25
"51_141","Patrick County",1833.68
"51_143","Pittsylvania County",7984.03
"51_145","Powhatan County",830.2
"51_147","Prince Edward County",1561.4
"51_149","Prince George County",3755.1
"51_153","Prince William County",1497.3
"51_155","Pulaski County",1128
"51_157","Rappahannock County",95.7
"51_159","Richmond County",10363.6
"51_161","Roanoke County",56.63
"51_163","Rockbridge County",2454.5
"51_165","Rockingham County",19352.05
"51_167","Russell County",647.89
"51_169","Scott County",470.05
"51_171","Shenandoah County",10126.2
"51_173","Smyth County",1715.4
"51_175","Southampton County",6430.4
"51_177","Spotsylvania County",2133.19
"51_179","Stafford County",782.3
"51_181","Surry County",5639.2
"51_183","Sussex County",5299.8
"51_185","Tazewell County",487.7
"51_187","Warren County",88.4
"51_191","Washington County",2315.5
"51_193","Westmoreland County",12985.28
"51_195","Wise County",45.1
"51_197","Wythe County",4407.58
"51_199","York County",54.3
"53_1","Adams County",16352.3
"53_3","Asotin County",12.7
"53_5","Benton County",5196.6
"53_9","Clallam County",101.4
"53_11","Clark County",761.8
"53_13","Columbia County",383.5
"53_15","Cowlitz County",267.5
"53_17","Douglas County",374.1
"53_21","Franklin County",32491.35
"53_25","Grant County",70355.4
"53_27","Grays Harbor County",327.2
"53_29","Island County",153
"53_33","King County",36.82
"53_37","Kittitas County",627.6
"53_39","Klickitat County",1171.1
"53_41","Lewis County",778.4
"53_43","Lincoln County",526.6
"53_47","Okanogan County",487.3
"53_57","Skagit County",6965.6
"53_61","Snohomish County",5224.4
"53_63","Spokane County",376.2
"53_65","Stevens County",49.4
"53_67","Thurston County",299.46
"53_69","Wahkiakum County",5.7
"53_71","Walla Walla County",7429.7
"53_73","Whatcom County",15387.7
"53_75","Whitman County",592.8
"53_77","Yakima County",39407.8
"54_1","Barbour County",53.7
"54_3","Berkeley County",5163
"54_7","Braxton County",18.4
"54_9","Brooke County",185.2
"54_19","Fayette County",39.4
"54_21","Gilmer County",37.02
"54_23","Grant County",939.4
"54_25","Greenbrier County",1520.9
"54_27","Hampshire County",1006.7
"54_29","Hancock County",21.5
"54_31","Hardy County",5050
"54_33","Harrison County",119.85
"54_35","Jackson County",418.99
"54_37","Jefferson County",13304
"54_39","Kanawha County",24.7
"54_41","Lewis County",11
"54_43","Lincoln County",25.3
"54_51","Marshall County",67.1
"54_53","Mason County",4243.3
"54_55","Mercer County",40.1
"54_57","Mineral County",557.5
"54_61","Monongalia County",57.7
"54_63","Monroe County",1806.2
"54_65","Morgan County",413.8
"54_69","Ohio County",183.8
"54_71","Pendleton County",2065.9
"54_73","Pleasants County",78
"54_75","Pocahontas County",653.4
"54_77","Preston County",2659.35
"54_79","Putnam County",56.27
"54_81","Raleigh County",99.6
"54_83","Randolph County",866.5
"54_89","Summers County",251.9
"54_93","Tucker County",88.6
"54_95","Tyler County",103.6
"54_97","Upshur County",103.1
"54_99","Wayne County",17.6
"54_105","Wirt County",51.7
"54_107","Wood County",315.25
"55_1","Adams County",32086.14
"55_3","Ashland County",2320.6
"55_5","Barron County",93766.27
"55_7","Bayfield County",2428.5
"55_9","Brown County",61040.5
"55_11","Buffalo County",67925.18
"55_13","Burnett County",15067.5
"55_15","Calumet County",46054.03
"55_17","Chippewa County",95211.73
"55_19","Clark County",80992.16
"55_21","Columbia County",123230.33
"55_23","Crawford County",36781.23
"55_25","Dane County",190135.3
"55_27","Dodge County",146852.2
"55_29","Door County",22386.8
"55_31","Douglas County",98.2
"55_33","Dunn County",102818.6
"55_35","Eau Claire County",46698.09
"55_37","Florence County",691.7
"55_39","Fond du Lac County",109952.54
"55_41","Forest County",606.8
"55_43","Grant County",166448.4
"55_45","Green County",110154.9
"55_47","Green Lake County",59105.2
"55_49","Iowa County",81152.91
"55_51","Iron County",668
"55_53","Jackson County",48180.54
"55_55","Jefferson County",81847
"55_57","Juneau County",42043.45
"55_59","Kenosha County",30899.6
"55_61","Kewaunee County",49055.3
"55_63","La Crosse County",34020.84
"55_65","Lafayette County",137530.28
"55_67","Langlade County",15510.94
"55_69","Lincoln County",8079.59
"55_71","Manitowoc County",66510.72
"55_73","Marathon County",98850.24
"55_75","Marinette County",36632.9
"55_77","Marquette County",35921.8
"55_79","Milwaukee County",809.5
"55_81","Monroe County",58246.63
"55_83","Oconto County",55847.3
"55_85","Oneida County",1292.9
"55_87","Outagamie County",81121.7
"55_89","Ozaukee County",16338.8
"55_91","Pepin County",30679.9
"55_93","Pierce County",82426.85
"55_95","Polk County",69238.4
"55_97","Portage County",74503
"55_99","Price County",4516.9
"55_101","Racine County",37232.14
"55_103","Richland County",42674.1
"55_105","Rock County",158927.95
"55_107","Rusk County",23360.3
"55_109","St. Croix County",93324.1
"55_111","Sauk County",86325.4
"55_113","Sawyer County",5541.43
"55_115","Shawano County",76618.6
"55_117","Sheboygan County",50742.2
"55_119","Taylor County",45309.51
"55_121","Trempealeau County",88844.56
"55_123","Vernon County",65838.4
"55_127","Walworth County",102591.73
"55_129","Washburn County",13576.6
"55_131","Washington County",33477.88
"55_133","Waukesha County",27921.25
"55_135","Waupaca County",64524.02
"55_137","Waushara County",23387.4
"55_139","Winnebago County",52645.6
"55_141","Wood County",40186.9
"56_3","Big Horn County",8603.4
"56_5","Campbell County",34.4
"56_9","Converse County",471
"56_11","Crook County",188.8
"56_13","Fremont County",3281
"56_15","Goshen County",42131.12
"56_17","Hot Springs County",151.82
"56_19","Johnson County",226.2
"56_21","Laramie County",13831.2
"56_25","Natrona County",143.7
"56_27","Niobrara County",438.6
"56_29","Park County",4772.7
"56_31","Platte County",10989.9
"56_33","Sheridan County",1569
"56_37","Sweetwater County",130.8
"56_43","Washakie County",4425.23
"56_45","Weston County",277
