"year","month","day","close_diff"
2023,2,9,-0.00219046268634824
2023,2,8,0.00890848952590951
2023,2,7,0.0112048491206598
2023,2,6,-0.0127089337175793
2023,2,3,0.00617842513402795
2023,2,2,0.0104630023594942
2023,2,1,-0.0144864776924991
2023,1,31,-0.010344216488113
2023,1,30,-0.0144311436000589
2023,1,27,0.0131391294175625
2023,1,26,-0.00248860107700172
2023,1,25,-0.0108880093980194
2023,1,24,0.000181762951232756
2023,1,23,0.000711982972155523
2023,1,20,-0.0117418484953268
2023,1,19,-0.018567138480747
2023,1,18,0.00769714146479096
2023,1,17,0.0158086569641066
2023,1,13,0.00203459309390959
2023,1,12,-0.00398090565603677
2023,1,11,-0.0034043236919338
2023,1,10,-0.0126863848085832
2023,1,9,-0.00692989730177964
2023,1,6,0.000768224784113364
2023,1,5,-0.022330735183873
2023,1,4,0.0117827788135815
2023,1,3,-0.00748253944359804
2022,12,30,0.00401658935080832
2022,12,29,0.00254720666753489
2022,12,28,-0.0171616510100591
2022,12,27,0.0121668842943313
2022,12,23,0.00406607037931714
2022,12,22,-0.00583382316987539
2022,12,21,0.0146636005221864
2022,12,20,-0.0146502201916235
2022,12,19,-0.00103620977491222
2022,12,16,0.00908933744754647
2022,12,15,0.0112632256590765
2022,12,14,0.0255586215747931
2022,12,13,0.00608962486108745
2022,12,12,-0.00723694849054026
2022,12,9,-0.0140782246100797
2022,12,8,0.00740396199655349
2022,12,7,-0.00746560498144325
2022,12,6,0.00186582340261117
2022,12,5,0.0146095411112182
2022,12,2,0.0182202838823258
2022,12,1,0.00119606061350304
2022,11,30,0.000868377091525465
2022,11,29,-0.0300187985127852
2022,11,28,0.00159438856083058
2022,11,25,0.015686413013315
2022,11,23,0.000283151023814573
2022,11,22,-0.0058799282887125
2022,11,21,-0.01339800878214
2022,11,18,0.00389879339939343
2022,11,17,-0.0047360377672533
2022,11,16,0.00309890132165735
2022,11,15,0.00832072426170624
2022,11,14,-0.00863785877301321
2022,11,11,0.0090163623728599
2022,11,10,-0.00915618355443245
2022,11,9,-0.0525228934604195
2022,11,8,0.0212187580864169
2022,11,7,-0.005566715689988
2022,11,4,-0.00952243353998109
2022,11,3,-0.0134357056662822
2022,11,2,0.0106992411065919
2022,11,1,0.0256430716362253
2022,10,31,0.00411815046290296
2022,10,28,0.0075103693717426
2022,10,27,-0.0240344931890306
2022,10,26,0.00611982244635299
2022,10,25,0.00744269827181126
2022,10,24,-0.0160062812410115
2022,10,21,-0.0117424302274751
2022,10,20,-0.023175004996336
2022,10,19,0.00801466536453351
2022,10,18,0.00671689453230717
2022,10,17,-0.0112984478411175
2022,10,14,-0.0257969792955314
2022,10,13,0.0242361996835115
2022,10,12,-0.0253085225523241
2022,10,11,0.00330162173646851
2022,10,10,0.00656200889423873
2022,10,7,0.00754901879365184
2022,10,6,0.0288103833874593
2022,10,5,0.0103511264461133
2022,10,4,0.00202205493645716
2022,10,3,-0.0296760953117045
2022,9,30,-0.0252308729539504
2022,9,29,0.0152972149865295
2022,9,28,0.0215823780995311
2022,9,27,-0.0192926131474789
2022,9,26,0.0021248653109569
2022,9,23,0.0104485860619857
2022,9,22,0.0175347866230914
2022,9,21,0.00849922431938352
2022,9,20,0.0174145696622365
2022,9,19,0.0114006218992565
2022,9,16,-0.00681044849982947
2022,9,15,0.00723408539938502
2022,9,14,0.011447319517603
2022,9,13,-0.00337556164328022
2022,9,12,0.0451904421655406
2022,9,9,-0.0104734077622426
2022,9,8,-0.0150416978088982
2022,9,7,-0.00656735343893683
2022,9,6,-0.0180106385384447
2022,9,2,0.00411187787697122
2022,9,1,0.0108530015850121
2022,8,31,-0.00298725689148819
2022,8,30,0.00787863463969655
2022,8,29,0.0111510827463023
2022,8,26,0.00671114297835805
2022,8,25,0.0348624576726488
2022,8,24,-0.0138957686372381
2022,8,23,-0.00290767176153249
2022,8,22,0.00224282043146445
2022,8,19,0.0218681050461697
2022,8,18,0.0130685258059634
2022,8,17,-0.0022643764560874
2022,8,16,0.00729052605965313
2022,8,15,-0.0018721546037349
2022,8,12,-0.00395379252246859
2022,8,11,-0.0170274406270806
2022,8,10,0.000705920941608061
2022,8,9,-0.0208467925818955
2022,8,8,0.00426685943136036
2022,8,5,0.00123911247663058
2022,8,4,0.00162839339089402
2022,8,3,0.000777949585013385
2022,8,2,-0.0153976852932612
2022,8,1,0.00670709500169879
2022,7,29,0.00283103847638653
2022,7,28,-0.0140087015681708
2022,7,27,-0.01198792858318
2022,7,26,-0.0254895479432649
2022,7,25,0.0116779944147613
2022,7,22,-0.00131338798640733
2022,7,21,0.00942036484982184
2022,7,20,-0.00976506332912383
2022,7,19,-0.00586125912270513
2022,7,18,-0.0268855307377518
2022,7,15,0.00843415952073298
2022,7,14,-0.0188394992700276
2022,7,13,0.00300761401231541
2022,7,12,0.00447685031748286
2022,7,11,0.00933015606996953
2022,7,8,0.0116619059108611
2022,7,7,0.000830901322774334
2022,7,6,-0.0147439412497245
2022,7,5,-0.00356039406202213
2022,7,1,-0.00158167140385081
2022,6,30,-0.0104435434328541
2022,6,29,0.00883662934764801
2022,6,28,0.000712260037760323
2022,6,27,0.0205571037929636
2022,6,24,0.00298196717528471
2022,6,23,-0.0296568790359277
2022,6,22,-0.00944218898604488
2022,6,21,0.00130322961576006
2022,6,17,-0.0238924349034076
2022,6,16,-0.00219601397611873
2022,6,15,0.0336045075093338
2022,6,14,-0.014382623700854
2022,6,13,0.00378800047115768
2022,6,10,0.0403319794219696
2022,6,9,0.0299831319247551
2022,6,8,0.0243788920359798
2022,6,7,0.0109116884568379
2022,6,6,-0.00943355413057481
2022,6,3,-0.0031275552417487
2022,6,2,0.0166190422875279
2022,6,1,-0.0180975000119709
2022,5,31,0.00753920165413792
2022,5,27,0.0063139043839164
2022,5,26,-0.0241448305052137
2022,5,25,-0.0194955937148828
2022,5,24,-0.00936228394487688
2022,5,23,0.0081872799050103
2022,5,20,-0.0182170493865995
2022,5,19,-0.000146102897451187
2022,5,18,0.005868042114546
2022,5,17,0.0420956856828284
2022,5,16,-0.0197708402117954
2022,5,13,0.00396206596290919
2022,5,12,-0.02331326154542
2022,5,11,0.00129768350771483
2022,5,10,0.0167387514675314
2022,5,9,-0.00245185638769833
2022,5,6,0.0330974834888407
2022,5,5,0.00570653887382553
2022,5,4,0.0369676406542766
2022,5,3,-0.0289965280442402
2022,5,2,-0.00481381781256274
2022,4,29,-0.00564328653456479
2022,4,28,0.0376506862410544
2022,4,27,-0.0241492711370262
2022,4,26,-0.00209371026491654
2022,4,25,0.0289614868748803
2022,4,22,-0.00566557731162075
2022,4,21,0.0285314318621278
2022,4,20,0.0149738486819645
2022,4,19,0.00061891040374939
2022,4,18,-0.0158038281479358
2022,4,14,0.000204932497512471
2022,4,13,0.0122934305273199
2022,4,12,-0.0110511650500722
2022,4,11,0.00342926013939895
2022,4,8,0.0171670220939008
2022,4,7,0.00265803381250731
2022,4,6,-0.00423535790552005
2022,4,5,0.00981221338272547
2022,4,4,0.0127112651156213
2022,4,1,-0.00802594137876871
2022,3,31,-0.00339869683624217
2022,3,30,0.0159014305548504
2022,3,29,0.00633358320025216
2022,3,28,-0.0121081267812419
2022,3,25,-0.00709427562331714
2022,3,24,-0.00504065541727394
